,variety,year,week,day,lq,mean,uq,region,rpin
0,gala,16,-2,-17,35.27,37.809466666666665,40.31,Hastings,All
1,gala,16,-2,-17,35.519999999999996,37.63456000000001,39.6875,Hastings,R1470
2,gala,16,-2,-17,33.56,35.89056,38.1325,Hastings,R1463
3,gala,16,-2,-17,37.7925,39.90328,41.7975,Hastings,R1462
4,gala,16,2,11,47.1025,50.357954285714285,53.66,Hastings,All
5,gala,16,2,11,48.37,51.036,53.6375,Hastings,R1470
6,gala,16,2,11,50.519999999999996,53.20128,55.5925,Hastings,R1474
7,gala,16,2,11,52.644999999999996,54.68708,56.9275,Hastings,R1462
8,gala,16,2,11,46.5925,48.904,51.315,Hastings,R1463
9,gala,16,2,12,44.36,46.820660000000004,49.082499999999996,Hastings,R1468
10,gala,16,3,19,48.4,50.717967806841045,52.92,Hastings,All
11,gala,16,3,19,48.4,50.717967806841045,52.92,Hastings,R1468
12,gala,16,4,25,52.96,56.361206206206205,59.83,Hastings,All
13,gala,16,4,25,57.525,60.024440000000006,62.6725,Hastings,R1462
14,gala,16,4,25,53.519999999999996,56.36290581162324,59.525,Hastings,R1470
15,gala,16,4,25,56.295,58.801402805611225,61.315,Hastings,R1474
16,gala,16,4,25,52.25,55.19464,58.205,Hastings,R1463
17,gala,16,4,26,50.1275,52.67586,55.052499999999995,Hastings,R1468
18,gala,16,5,32,55.58,59.17254722381225,62.56,Hastings,All
19,gala,16,5,32,58.88,61.58343373493976,64.5025,Hastings,R1474
20,gala,16,5,32,54.9825,57.80988000000001,60.5475,Hastings,R1470
21,gala,16,5,32,54.425,57.78504,60.69,Hastings,R1463
22,gala,16,5,32,60.48,63.285140562249,66.31,Hastings,R1462
23,gala,16,5,33,53.6425,56.098319999999994,58.89,Hastings,R1468
24,gala,16,6,40,58.8,62.20016571428571,65.505,Hastings,All
25,gala,16,6,40,61.94,64.64824,67.7025,Hastings,R1474
26,gala,16,6,40,57.0125,60.1472,63.2775,Hastings,R1470
27,gala,16,6,40,57.2275,60.5956,63.9025,Hastings,R1463
28,gala,16,6,40,63.457499999999996,65.89811999999999,68.57,Hastings,R1462
29,gala,16,6,41,57.15,59.731880000000004,62.332499999999996,Hastings,R1468
30,gala,16,7,46,60.45,63.962616308154075,67.38,Hastings,All
31,gala,16,7,46,60.14,63.50531062124249,66.725,Hastings,R1470
32,gala,16,7,46,64.0,66.76848,69.6,Hastings,R1474
33,gala,16,7,46,64.0975,66.41968,69.0775,Hastings,R1462
34,gala,16,7,46,59.43,62.74564,66.095,Hastings,R1463
35,gala,16,7,47,58.335,60.993100000000005,63.69,Hastings,R1468
36,gala,16,8,53,63.73,67.4141504576659,71.1225,Hastings,All
37,gala,16,8,53,66.6625,69.05212000000002,71.89,Hastings,R1462
38,gala,16,8,53,59.93,63.279560000000004,66.1275,Hastings,R1463
39,gala,16,8,53,61.475,65.23176352705411,68.905,Hastings,R1470
40,gala,16,8,53,66.48,69.45967951927891,72.61,Hastings,R1474
41,gala,16,8,54,59.84,62.67064,65.63,Hastings,R1468
42,gala,16,9,60,63.05,66.680888,70.3675,Hastings,All
43,gala,16,9,60,61.89,66.19818000000001,70.205,Hastings,R1470
44,gala,16,9,60,67.4325,70.01292000000001,73.125,Hastings,R1462
45,gala,16,9,63,62.3175,65.49758,68.32249999999999,Hastings,R1468
46,gala,16,10,67,64.37,67.76405073431242,71.21,Hastings,All
47,gala,16,10,67,64.37,68.038289532294,71.83,Hastings,R1470
48,gala,16,10,67,62.9925,66.78872,70.14500000000001,Hastings,R1463
49,gala,16,10,68,64.71249999999999,67.46658400000001,70.44,Hastings,R1468
50,gala,16,11,75,64.07,67.095,70.1375,Hastings,All
51,gala,16,11,75,64.07,67.095,70.1375,Hastings,R1468
52,gala,16,2,12,44.36,46.820660000000004,49.082499999999996,CHB,All
53,gala,16,2,12,44.36,46.820660000000004,49.082499999999996,CHB,R1468
54,gala,16,3,19,48.4,50.717967806841045,52.92,CHB,All
55,gala,16,3,19,48.4,50.717967806841045,52.92,CHB,R1468
56,gala,16,4,26,50.1275,52.67586,55.052499999999995,CHB,All
57,gala,16,4,26,50.1275,52.67586,55.052499999999995,CHB,R1468
58,gala,16,5,33,53.6425,56.098319999999994,58.89,CHB,All
59,gala,16,5,33,53.6425,56.098319999999994,58.89,CHB,R1468
60,gala,16,6,41,57.15,59.731880000000004,62.332499999999996,CHB,All
61,gala,16,6,41,57.15,59.731880000000004,62.332499999999996,CHB,R1468
62,gala,16,7,47,58.335,60.993100000000005,63.69,CHB,All
63,gala,16,7,47,58.335,60.993100000000005,63.69,CHB,R1468
64,gala,16,8,54,59.84,62.67064,65.63,CHB,All
65,gala,16,8,54,59.84,62.67064,65.63,CHB,R1468
66,gala,16,9,63,62.3175,65.49758,68.32249999999999,CHB,All
67,gala,16,9,63,62.3175,65.49758,68.32249999999999,CHB,R1468
68,gala,16,10,68,64.71249999999999,67.46658400000001,70.44,CHB,All
69,gala,16,10,68,64.71249999999999,67.46658400000001,70.44,CHB,R1468
70,gala,16,11,75,64.07,67.095,70.1375,CHB,All
71,gala,16,11,75,64.07,67.095,70.1375,CHB,R1468
72,gala,16,-2,-17,35.27,37.809466666666665,40.31,All,All
73,gala,16,-2,-17,35.519999999999996,37.63456000000001,39.6875,All,R1470
74,gala,16,-2,-17,33.56,35.89056,38.1325,All,R1463
75,gala,16,-2,-17,37.7925,39.90328,41.7975,All,R1462
76,gala,16,2,11,47.1025,50.357954285714285,53.66,All,All
77,gala,16,2,11,48.37,51.036,53.6375,All,R1470
78,gala,16,2,11,50.519999999999996,53.20128,55.5925,All,R1474
79,gala,16,2,11,52.644999999999996,54.68708,56.9275,All,R1462
80,gala,16,2,11,46.5925,48.904,51.315,All,R1463
81,gala,16,2,12,44.36,46.820660000000004,49.082499999999996,All,R1468
82,gala,16,3,19,48.4,50.717967806841045,52.92,All,All
83,gala,16,3,19,48.4,50.717967806841045,52.92,All,R1468
84,gala,16,4,25,52.96,56.361206206206205,59.83,All,All
85,gala,16,4,25,57.525,60.024440000000006,62.6725,All,R1462
86,gala,16,4,25,53.519999999999996,56.36290581162324,59.525,All,R1470
87,gala,16,4,25,56.295,58.801402805611225,61.315,All,R1474
88,gala,16,4,25,52.25,55.19464,58.205,All,R1463
89,gala,16,4,26,50.1275,52.67586,55.052499999999995,All,R1468
90,gala,16,5,32,55.58,59.17254722381225,62.56,All,All
91,gala,16,5,32,58.88,61.58343373493976,64.5025,All,R1474
92,gala,16,5,32,54.9825,57.80988000000001,60.5475,All,R1470
93,gala,16,5,32,54.425,57.78504,60.69,All,R1463
94,gala,16,5,32,60.48,63.285140562249,66.31,All,R1462
95,gala,16,5,33,53.6425,56.098319999999994,58.89,All,R1468
96,gala,16,6,40,58.8,62.20016571428571,65.505,All,All
97,gala,16,6,40,61.94,64.64824,67.7025,All,R1474
98,gala,16,6,40,57.0125,60.1472,63.2775,All,R1470
99,gala,16,6,40,57.2275,60.5956,63.9025,All,R1463
100,gala,16,6,40,63.457499999999996,65.89811999999999,68.57,All,R1462
101,gala,16,6,41,57.15,59.731880000000004,62.332499999999996,All,R1468
102,gala,16,7,46,60.45,63.962616308154075,67.38,All,All
103,gala,16,7,46,60.14,63.50531062124249,66.725,All,R1470
104,gala,16,7,46,64.0,66.76848,69.6,All,R1474
105,gala,16,7,46,64.0975,66.41968,69.0775,All,R1462
106,gala,16,7,46,59.43,62.74564,66.095,All,R1463
107,gala,16,7,47,58.335,60.993100000000005,63.69,All,R1468
108,gala,16,8,53,63.73,67.4141504576659,71.1225,All,All
109,gala,16,8,53,66.6625,69.05212000000002,71.89,All,R1462
110,gala,16,8,53,59.93,63.279560000000004,66.1275,All,R1463
111,gala,16,8,53,61.475,65.23176352705411,68.905,All,R1470
112,gala,16,8,53,66.48,69.45967951927891,72.61,All,R1474
113,gala,16,8,54,59.84,62.67064,65.63,All,R1468
114,gala,16,9,60,63.05,66.680888,70.3675,All,All
115,gala,16,9,60,61.89,66.19818000000001,70.205,All,R1470
116,gala,16,9,60,67.4325,70.01292000000001,73.125,All,R1462
117,gala,16,9,63,62.3175,65.49758,68.32249999999999,All,R1468
118,gala,16,10,67,64.37,67.76405073431242,71.21,All,All
119,gala,16,10,67,64.37,68.038289532294,71.83,All,R1470
120,gala,16,10,67,62.9925,66.78872,70.14500000000001,All,R1463
121,gala,16,10,68,64.71249999999999,67.46658400000001,70.44,All,R1468
122,gala,16,11,75,64.07,67.095,70.1375,All,All
123,gala,16,11,75,64.07,67.095,70.1375,All,R1468
124,gala,17,-1,-12,38.6,42.164483586869494,45.38,Hastings,All
125,gala,17,-1,-12,42.339999999999996,44.594759999999994,46.855000000000004,Hastings,R1470
126,gala,17,-1,-12,44.3375,46.25304,48.3375,Hastings,R1462
127,gala,17,-1,-11,36.825,39.02438000000001,41.2125,Hastings,R1468
128,gala,17,-1,-10,39.35,41.92489959839357,43.99,Hastings,R1463
129,gala,17,2,9,49.77,52.91322658126501,55.96,Hastings,All
130,gala,17,2,9,51.445,54.77844,57.394999999999996,Hastings,R1470
131,gala,17,2,9,54.05,56.50638554216867,58.92,Hastings,R1462
132,gala,17,2,9,48.5275,51.28548,53.9025,Hastings,R1463
133,gala,17,2,10,48.5375,51.005100000000006,53.3525,Hastings,R1468
134,gala,17,3,16,52.67,56.02181745396317,59.2,Hastings,All
135,gala,17,3,16,55.79,58.347319999999996,60.83,Hastings,R1470
136,gala,17,3,16,51.025000000000006,53.855880000000006,56.6825,Hastings,R1463
137,gala,17,3,16,57.75,60.05036144578314,62.41,Hastings,R1462
138,gala,17,3,17,51.5275,53.93582,56.3375,Hastings,R1468
139,gala,17,4,23,55.57,58.70695756605285,61.97,Hastings,All
140,gala,17,4,23,56.8525,59.9864,63.087500000000006,Hastings,R1470
141,gala,17,4,23,53.5625,56.796679999999995,59.585,Hastings,R1463
142,gala,17,4,23,59.105000000000004,61.95796000000001,65.06,Hastings,R1462
143,gala,17,4,24,54.96,57.394248496993995,59.989999999999995,Hastings,R1468
144,gala,17,5,31,57.425,60.997897681854525,64.5,Hastings,All
145,gala,17,5,31,62.5,64.85824701195219,67.78,Hastings,R1462
146,gala,17,5,31,55.1,58.430281124497995,62.05,Hastings,R1463
147,gala,17,5,31,59.4525,62.31856,65.83749999999999,Hastings,R1470
148,gala,17,5,32,56.94,59.68097804391218,62.32,Hastings,R1468
149,gala,17,6,38,60.3,64.24664886515355,68.12,Hastings,All
150,gala,17,6,38,61.19,64.45080321285141,68.15,Hastings,R1470
151,gala,17,6,38,64.17750000000001,66.88816,70.0575,Hastings,R1462
152,gala,17,6,38,57.905,61.401799999999994,64.9075,Hastings,R1463
153,gala,17,7,44,60.9975,64.584616,68.36500000000001,Hastings,All
154,gala,17,7,44,61.6325,65.24888,69.155,Hastings,R1470
155,gala,17,7,44,59.537499999999994,63.131519999999995,66.75,Hastings,R1463
156,gala,17,7,44,65.545,68.00464,70.965,Hastings,R1462
157,gala,17,7,45,60.097500000000004,63.26902,66.16499999999999,Hastings,R1468
158,gala,17,8,51,62.545,66.14853853853853,69.71,Hastings,All
159,gala,17,8,51,66.31,69.3101606425703,73.02,Hastings,R1462
160,gala,17,8,51,61.7575,65.07388,68.73,Hastings,R1463
161,gala,17,8,52,62.1425,65.11138,68.1925,Hastings,R1468
162,gala,17,9,58,64.6275,68.44782000000001,72.86,Hastings,All
163,gala,17,9,58,62.035,65.91407999999998,69.5775,Hastings,R1463
164,gala,17,9,58,68.13,70.98156,74.44,Hastings,R1462
165,gala,17,10,65,64.42,67.57056,71.24000000000001,Hastings,All
166,gala,17,10,65,63.355000000000004,66.9098,70.58500000000001,Hastings,R1463
167,gala,17,10,66,65.0525,68.23132000000001,71.42,Hastings,R1468
168,gala,17,-1,-11,36.825,39.02438000000001,41.2125,CHB,All
169,gala,17,-1,-11,36.825,39.02438000000001,41.2125,CHB,R1468
170,gala,17,2,10,48.5375,51.005100000000006,53.3525,CHB,All
171,gala,17,2,10,48.5375,51.005100000000006,53.3525,CHB,R1468
172,gala,17,3,17,51.5275,53.93582,56.3375,CHB,All
173,gala,17,3,17,51.5275,53.93582,56.3375,CHB,R1468
174,gala,17,4,24,54.96,57.394248496993995,59.989999999999995,CHB,All
175,gala,17,4,24,54.96,57.394248496993995,59.989999999999995,CHB,R1468
176,gala,17,5,32,56.94,59.68097804391218,62.32,CHB,All
177,gala,17,5,32,56.94,59.68097804391218,62.32,CHB,R1468
178,gala,17,7,45,60.097500000000004,63.26902,66.16499999999999,CHB,All
179,gala,17,7,45,60.097500000000004,63.26902,66.16499999999999,CHB,R1468
180,gala,17,8,52,62.1425,65.11138,68.1925,CHB,All
181,gala,17,8,52,62.1425,65.11138,68.1925,CHB,R1468
182,gala,17,10,66,65.0525,68.23132000000001,71.42,CHB,All
183,gala,17,10,66,65.0525,68.23132000000001,71.42,CHB,R1468
184,gala,17,-1,-12,38.6,42.164483586869494,45.38,All,All
185,gala,17,-1,-12,42.339999999999996,44.594759999999994,46.855000000000004,All,R1470
186,gala,17,-1,-12,44.3375,46.25304,48.3375,All,R1462
187,gala,17,-1,-11,36.825,39.02438000000001,41.2125,All,R1468
188,gala,17,-1,-10,39.35,41.92489959839357,43.99,All,R1463
189,gala,17,2,9,49.77,52.91322658126501,55.96,All,All
190,gala,17,2,9,51.445,54.77844,57.394999999999996,All,R1470
191,gala,17,2,9,54.05,56.50638554216867,58.92,All,R1462
192,gala,17,2,9,48.5275,51.28548,53.9025,All,R1463
193,gala,17,2,10,48.5375,51.005100000000006,53.3525,All,R1468
194,gala,17,3,16,52.67,56.02181745396317,59.2,All,All
195,gala,17,3,16,55.79,58.347319999999996,60.83,All,R1470
196,gala,17,3,16,51.025000000000006,53.855880000000006,56.6825,All,R1463
197,gala,17,3,16,57.75,60.05036144578314,62.41,All,R1462
198,gala,17,3,17,51.5275,53.93582,56.3375,All,R1468
199,gala,17,4,23,55.57,58.70695756605285,61.97,All,All
200,gala,17,4,23,56.8525,59.9864,63.087500000000006,All,R1470
201,gala,17,4,23,53.5625,56.796679999999995,59.585,All,R1463
202,gala,17,4,23,59.105000000000004,61.95796000000001,65.06,All,R1462
203,gala,17,4,24,54.96,57.394248496993995,59.989999999999995,All,R1468
204,gala,17,5,31,57.425,60.997897681854525,64.5,All,All
205,gala,17,5,31,62.5,64.85824701195219,67.78,All,R1462
206,gala,17,5,31,55.1,58.430281124497995,62.05,All,R1463
207,gala,17,5,31,59.4525,62.31856,65.83749999999999,All,R1470
208,gala,17,5,32,56.94,59.68097804391218,62.32,All,R1468
209,gala,17,6,38,60.3,64.24664886515355,68.12,All,All
210,gala,17,6,38,61.19,64.45080321285141,68.15,All,R1470
211,gala,17,6,38,64.17750000000001,66.88816,70.0575,All,R1462
212,gala,17,6,38,57.905,61.401799999999994,64.9075,All,R1463
213,gala,17,7,44,60.9975,64.584616,68.36500000000001,All,All
214,gala,17,7,44,61.6325,65.24888,69.155,All,R1470
215,gala,17,7,44,59.537499999999994,63.131519999999995,66.75,All,R1463
216,gala,17,7,44,65.545,68.00464,70.965,All,R1462
217,gala,17,7,45,60.097500000000004,63.26902,66.16499999999999,All,R1468
218,gala,17,8,51,62.545,66.14853853853853,69.71,All,All
219,gala,17,8,51,66.31,69.3101606425703,73.02,All,R1462
220,gala,17,8,51,61.7575,65.07388,68.73,All,R1463
221,gala,17,8,52,62.1425,65.11138,68.1925,All,R1468
222,gala,17,9,58,64.6275,68.44782000000001,72.86,All,All
223,gala,17,9,58,62.035,65.91407999999998,69.5775,All,R1463
224,gala,17,9,58,68.13,70.98156,74.44,All,R1462
225,gala,17,10,65,64.42,67.57056,71.24000000000001,All,All
226,gala,17,10,65,63.355000000000004,66.9098,70.58500000000001,All,R1463
227,gala,17,10,66,65.0525,68.23132000000001,71.42,All,R1468
228,gala,18,-1,-13,39.8,44.541136,48.8575,Hastings,All
229,gala,18,-1,-13,45.39,48.02196,50.2825,Hastings,R1470
230,gala,18,-1,-12,43.997499999999995,46.85332,49.1575,Hastings,R1463
231,gala,18,-1,-12,47.0125,49.6618,52.2075,Hastings,R1462
232,gala,18,-1,-12,36.8825,39.084300000000006,40.912499999999994,Hastings,R1468
233,gala,18,2,8,48.2625,52.64285373608902,57.13,Hastings,All
234,gala,18,2,8,52.6575,55.798880000000004,58.47,Hastings,R1470
235,gala,18,2,8,54.63,57.11467999999999,59.8025,Hastings,R1462
236,gala,18,2,8,52.394999999999996,55.32428,58.305,Hastings,R1463
237,gala,18,2,9,44.68,47.569389763779526,50.4275,Hastings,R1468
238,gala,18,3,15,52.019999999999996,56.47601980198019,60.65,Hastings,All
239,gala,18,3,15,58.004999999999995,60.61567999999999,63.46,Hastings,R1474
240,gala,18,3,15,54.51,57.88653386454183,61.315,Hastings,R1470
241,gala,18,3,15,56.832499999999996,59.76036,62.905,Hastings,R1462
242,gala,18,3,15,55.33,58.508093385214,61.65,Hastings,R1463
243,gala,18,3,16,48.06,51.086903353057195,54.005,Hastings,R1468
244,gala,18,4,22,55.53,59.31559547571524,63.335,Hastings,All
245,gala,18,4,22,60.0775,62.77564,65.6225,Hastings,R1474
246,gala,18,4,22,56.73,60.572885375494074,64.01,Hastings,R1470
247,gala,18,4,22,58.7625,62.171960000000006,64.9875,Hastings,R1462
248,gala,18,4,22,56.715,59.695240000000005,62.875,Hastings,R1463
249,gala,18,4,24,51.92,55.33138,58.0975,Hastings,R1468
250,gala,18,5,29,57.32,61.249354624085164,65.2,Hastings,All
251,gala,18,5,29,62.2675,64.91044000000001,67.8525,Hastings,R1474
252,gala,18,5,29,59.29,62.54646825396825,66.27250000000001,Hastings,R1470
253,gala,18,5,29,60.92,63.57168,66.67750000000001,Hastings,R1462
254,gala,18,5,29,59.425,62.59282868525896,65.725,Hastings,R1463
255,gala,18,5,30,53.9675,56.92948,59.7,Hastings,R1468
256,gala,18,6,36,58.9225,62.885053404539384,67.1275,Hastings,All
257,gala,18,6,36,63.6225,66.99136,70.23,Hastings,R1474
258,gala,18,6,36,60.902499999999996,64.41188,67.75999999999999,Hastings,R1470
259,gala,18,6,36,61.92,65.02008032128514,68.79,Hastings,R1462
260,gala,18,6,36,60.6125,63.744600000000005,67.255,Hastings,R1463
261,gala,18,6,36,55.325,58.56683366733466,61.435,Hastings,R1468
262,gala,18,7,43,59.87,63.73835868694955,67.57,Hastings,All
263,gala,18,7,43,61.927499999999995,65.89811999999999,69.8075,Hastings,R1470
264,gala,18,7,43,62.0475,65.22592,68.895,Hastings,R1463
265,gala,18,7,43,63.2275,66.40212,69.82,Hastings,R1462
266,gala,18,7,44,57.39,60.57649298597194,63.515,Hastings,R1468
267,gala,18,8,50,60.57,64.73314148681055,68.785,Hastings,All
268,gala,18,8,50,57.71,61.49357285429142,64.78,Hastings,R1468
269,gala,18,8,50,63.715,67.23584,70.8275,Hastings,R1463
270,gala,18,8,50,64.125,67.34576000000001,70.53750000000001,Hastings,R1462
271,gala,18,8,50,62.585,66.10992,69.72749999999999,Hastings,R1470
272,gala,18,9,57,61.35,65.21564753004004,68.82,Hastings,All
273,gala,18,9,57,65.28999999999999,68.8058,72.185,Hastings,R1463
274,gala,18,9,58,60.364999999999995,63.41697394789579,66.65,Hastings,R1468
275,gala,18,10,64,62.385000000000005,65.98308,69.61500000000001,Hastings,All
276,gala,18,10,64,64.24,67.70219999999999,71.45,Hastings,R1463
277,gala,18,10,65,61.9525,65.12352,68.6,Hastings,R1468
278,gala,18,11,72,61.6725,64.15716,66.9325,Hastings,All
279,gala,18,11,72,61.6725,64.15716,66.9325,Hastings,R1468
280,gala,18,-1,-12,36.8825,39.084300000000006,40.912499999999994,CHB,All
281,gala,18,-1,-12,36.8825,39.084300000000006,40.912499999999994,CHB,R1468
282,gala,18,2,9,44.68,47.569389763779526,50.4275,CHB,All
283,gala,18,2,9,44.68,47.569389763779526,50.4275,CHB,R1468
284,gala,18,3,16,48.06,51.086903353057195,54.005,CHB,All
285,gala,18,3,16,48.06,51.086903353057195,54.005,CHB,R1468
286,gala,18,4,24,51.92,55.33138,58.0975,CHB,All
287,gala,18,4,24,51.92,55.33138,58.0975,CHB,R1468
288,gala,18,5,30,53.9675,56.92948,59.7,CHB,All
289,gala,18,5,30,53.9675,56.92948,59.7,CHB,R1468
290,gala,18,6,36,55.325,58.56683366733466,61.435,CHB,All
291,gala,18,6,36,55.325,58.56683366733466,61.435,CHB,R1468
292,gala,18,7,44,57.39,60.57649298597194,63.515,CHB,All
293,gala,18,7,44,57.39,60.57649298597194,63.515,CHB,R1468
294,gala,18,8,50,57.71,61.49357285429142,64.78,CHB,All
295,gala,18,8,50,57.71,61.49357285429142,64.78,CHB,R1468
296,gala,18,9,58,60.364999999999995,63.41697394789579,66.65,CHB,All
297,gala,18,9,58,60.364999999999995,63.41697394789579,66.65,CHB,R1468
298,gala,18,10,65,61.9525,65.12352,68.6,CHB,All
299,gala,18,10,65,61.9525,65.12352,68.6,CHB,R1468
300,gala,18,11,72,61.6725,64.15716,66.9325,CHB,All
301,gala,18,11,72,61.6725,64.15716,66.9325,CHB,R1468
302,gala,18,-1,-13,39.8,44.541136,48.8575,All,All
303,gala,18,-1,-13,45.39,48.02196,50.2825,All,R1470
304,gala,18,-1,-12,43.997499999999995,46.85332,49.1575,All,R1463
305,gala,18,-1,-12,47.0125,49.6618,52.2075,All,R1462
306,gala,18,-1,-12,36.8825,39.084300000000006,40.912499999999994,All,R1468
307,gala,18,2,8,48.2625,52.64285373608902,57.13,All,All
308,gala,18,2,8,52.6575,55.798880000000004,58.47,All,R1470
309,gala,18,2,8,54.63,57.11467999999999,59.8025,All,R1462
310,gala,18,2,8,52.394999999999996,55.32428,58.305,All,R1463
311,gala,18,2,9,44.68,47.569389763779526,50.4275,All,R1468
312,gala,18,3,15,52.019999999999996,56.47601980198019,60.65,All,All
313,gala,18,3,15,58.004999999999995,60.61567999999999,63.46,All,R1474
314,gala,18,3,15,54.51,57.88653386454183,61.315,All,R1470
315,gala,18,3,15,56.832499999999996,59.76036,62.905,All,R1462
316,gala,18,3,15,55.33,58.508093385214,61.65,All,R1463
317,gala,18,3,16,48.06,51.086903353057195,54.005,All,R1468
318,gala,18,4,22,55.53,59.31559547571524,63.335,All,All
319,gala,18,4,22,60.0775,62.77564,65.6225,All,R1474
320,gala,18,4,22,56.73,60.572885375494074,64.01,All,R1470
321,gala,18,4,22,58.7625,62.171960000000006,64.9875,All,R1462
322,gala,18,4,22,56.715,59.695240000000005,62.875,All,R1463
323,gala,18,4,24,51.92,55.33138,58.0975,All,R1468
324,gala,18,5,29,57.32,61.249354624085164,65.2,All,All
325,gala,18,5,29,62.2675,64.91044000000001,67.8525,All,R1474
326,gala,18,5,29,59.29,62.54646825396825,66.27250000000001,All,R1470
327,gala,18,5,29,60.92,63.57168,66.67750000000001,All,R1462
328,gala,18,5,29,59.425,62.59282868525896,65.725,All,R1463
329,gala,18,5,30,53.9675,56.92948,59.7,All,R1468
330,gala,18,6,36,58.9225,62.885053404539384,67.1275,All,All
331,gala,18,6,36,63.6225,66.99136,70.23,All,R1474
332,gala,18,6,36,60.902499999999996,64.41188,67.75999999999999,All,R1470
333,gala,18,6,36,61.92,65.02008032128514,68.79,All,R1462
334,gala,18,6,36,60.6125,63.744600000000005,67.255,All,R1463
335,gala,18,6,36,55.325,58.56683366733466,61.435,All,R1468
336,gala,18,7,43,59.87,63.73835868694955,67.57,All,All
337,gala,18,7,43,61.927499999999995,65.89811999999999,69.8075,All,R1470
338,gala,18,7,43,62.0475,65.22592,68.895,All,R1463
339,gala,18,7,43,63.2275,66.40212,69.82,All,R1462
340,gala,18,7,44,57.39,60.57649298597194,63.515,All,R1468
341,gala,18,8,50,60.57,64.73314148681055,68.785,All,All
342,gala,18,8,50,57.71,61.49357285429142,64.78,All,R1468
343,gala,18,8,50,63.715,67.23584,70.8275,All,R1463
344,gala,18,8,50,64.125,67.34576000000001,70.53750000000001,All,R1462
345,gala,18,8,50,62.585,66.10992,69.72749999999999,All,R1470
346,gala,18,9,57,61.35,65.21564753004004,68.82,All,All
347,gala,18,9,57,65.28999999999999,68.8058,72.185,All,R1463
348,gala,18,9,58,60.364999999999995,63.41697394789579,66.65,All,R1468
349,gala,18,10,64,62.385000000000005,65.98308,69.61500000000001,All,All
350,gala,18,10,64,64.24,67.70219999999999,71.45,All,R1463
351,gala,18,10,65,61.9525,65.12352,68.6,All,R1468
352,gala,18,11,72,61.6725,64.15716,66.9325,All,All
353,gala,18,11,72,61.6725,64.15716,66.9325,All,R1468
354,gala,19,-1,-14,36.58,39.898984000000006,42.835,Hastings,All
355,gala,19,-1,-14,41.1,43.85911646586345,46.74,Hastings,R1470
356,gala,19,-1,-14,39.56,41.53430278884463,43.425,Hastings,R1462
357,gala,19,-1,-14,37.2525,40.43776,43.1625,Hastings,R1463
358,gala,19,-1,-13,34.7975,36.83652000000001,38.9175,Hastings,R1468
359,gala,19,0,-1,43.44,46.58913086913087,49.29,Hastings,All
360,gala,19,0,-1,41.7525,43.830400000000004,46.085,Hastings,R1474
361,gala,19,0,-1,46.575,49.411,52.39,Hastings,R1470
362,gala,19,0,-1,44.894999999999996,46.992191235059764,49.155,Hastings,R1462
363,gala,19,0,-1,43.095,46.12132,48.6875,Hastings,R1463
364,gala,19,1,365,41.57,43.92126,46.085,Hastings,All
365,gala,19,1,365,41.57,43.92126,46.085,Hastings,R1468
366,gala,19,4,21,52.195,55.40329341317366,58.295,Hastings,All
367,gala,19,4,21,51.56,54.08224,56.4,Hastings,R1474
368,gala,19,4,21,55.5975,59.116349206349206,62.7025,Hastings,R1470
369,gala,19,4,21,53.957499999999996,56.55836,59.2275,Hastings,R1462
370,gala,19,4,21,53.2725,55.97896,58.597500000000004,Hastings,R1463
371,gala,19,4,22,50.75,53.331217564870265,55.7,Hastings,R1468
372,gala,19,5,28,54.34,57.698186157517895,60.63,Hastings,All
373,gala,19,5,28,57.067499999999995,60.71192,64.06,Hastings,R1470
374,gala,19,5,28,55.38,57.95960000000001,60.335,Hastings,R1462
375,gala,19,5,28,55.855000000000004,58.874520000000004,61.32,Hastings,R1463
376,gala,19,5,29,52.955,55.50317554240631,58.085,Hastings,R1468
377,gala,19,6,35,56.63,60.015484515484516,63.21,Hastings,All
378,gala,19,6,35,58.2025,62.28436,66.0575,Hastings,R1470
379,gala,19,6,35,57.725,60.23736,62.7975,Hastings,R1462
380,gala,19,6,35,57.695,60.71900398406375,63.465,Hastings,R1463
381,gala,19,6,36,54.085,56.81840000000001,59.375,Hastings,R1468
382,gala,19,7,42,58.13,61.672834267413926,64.84,Hastings,All
383,gala,19,7,42,58.8325,62.02068,64.9225,Hastings,R1463
384,gala,19,7,43,56.8975,59.587740000000004,62.41,Hastings,R1468
385,gala,19,7,43,62.25,65.16128514056224,68.64,Hastings,R1470
386,gala,19,8,49,59.56,63.174704000000006,66.39,Hastings,All
387,gala,19,8,49,63.332499999999996,66.36276000000001,69.5575,Hastings,R1470
388,gala,19,8,49,60.324999999999996,63.12068,65.85,Hastings,R1462
389,gala,19,8,49,60.7575,64.10172,67.60249999999999,Hastings,R1463
390,gala,19,8,50,58.0625,61.14418,63.9725,Hastings,R1468
391,gala,19,9,57,60.144999999999996,63.513178947368424,66.665,Hastings,All
392,gala,19,9,57,61.8425,64.65376,67.6625,Hastings,R1462
393,gala,19,9,57,61.625,65.20270000000001,68.8725,Hastings,R1463
394,gala,19,9,57,59.275,62.26708,64.85749999999999,Hastings,R1468
395,gala,19,10,63,61.4775,64.9451,68.445,Hastings,All
396,gala,19,10,63,62.5925,66.28208,69.8275,Hastings,R1463
397,gala,19,10,64,60.652499999999996,63.60811999999999,66.355,Hastings,R1468
398,gala,19,11,71,61.5,65.14060240963855,68.39,Hastings,All
